,return_pct,trades,win_rate,avg_ret
2017,3.0,4,0.0,-15.17505634535976
2018,-2.8,22,40.9,0.7531441943578897
2019,3.5,4,25.0,-7.249524999956501
2020,13.0,26,23.1,-2.6311640174564843
2021,53.1,12,66.7,61.834318066656834
2022,-3.5,25,40.0,6.89832971242169
2023,66.9,14,50.0,32.16948540110814
2024,62.8,15,66.7,47.16812099664836
2025,-6.2,18,22.2,1.9737742288206066
2026,22.9,24,50.0,23.311200847112485
