,return_pct,trades,win_rate,avg_ret
2017,11.2,13,7.7,-4.37210375080171
2018,-26.4,81,27.2,-1.6861971662944713
2019,-14.6,78,26.9,-2.751145612805184
2020,77.3,58,39.7,1.0676787541334714
2021,38.1,72,47.2,15.580017874027227
2022,5.1,84,32.1,0.35065832617966325
2023,34.9,63,33.3,4.455684456625898
2024,20.9,73,39.7,6.051164234605752
2025,11.5,66,37.9,-0.34719364035204087
2026,2.9,63,34.9,2.9551641502794412
