,return_pct,trades,win_rate,avg_ret
2017,11.2,13,7.7,-4.37210375080171
2018,-8.2,44,34.1,1.862394666584687
2019,-15.7,23,4.3,-7.229184203887918
2020,54.0,46,43.5,5.695259507802649
2021,38.7,71,43.7,8.769067504549776
2022,-12.6,81,28.4,-0.9869613866589926
2023,40.7,58,34.5,3.758697633711559
2024,22.1,72,40.3,6.429893577909045
2025,12.6,56,26.8,0.09270449628127177
2026,2.2,45,28.9,2.671227202073856
