date,equity,n_open
2017-10-16,999308.0777499999,1
2017-10-17,997841.6777499999,1
2017-10-18,994441.1111249999,4
2017-10-23,1002135.6611249999,4
2017-10-24,1004811.5361249999,5
2017-10-25,982791.8079417499,8
2017-10-26,995960.8301417499,8
2017-10-27,1014930.8015417501,10
2017-10-30,1026714.5198417499,10
2017-10-31,1020934.4876417499,10
2017-11-01,1033031.6692342499,10
2017-11-02,1019837.3462342499,10
2017-11-03,1018472.41623425,10
2017-11-06,1016291.47623425,10
2017-11-07,1015297.6467342499,10
2017-11-08,1014792.6745342499,10
2017-11-09,1041083.5075342499,10
2017-11-10,1019019.70843425,10
2017-11-13,1029671.6573342499,10
2017-11-14,1032160.33733425,10
2017-11-15,1006756.03248425,10
2017-11-16,1032876.6485842499,9
2017-11-17,1046118.97691925,10
2017-11-20,1061683.98071925,10
2017-11-21,1049919.3229192498,10
2017-11-22,1045705.25691925,10
2017-11-23,1037255.14278175,10
2017-11-24,1038838.1166817499,10
2017-11-27,1052768.00878175,10
2017-11-28,1056084.19378175,10
2017-11-29,1046913.94388175,10
2017-11-30,1051383.7563567501,10
2017-12-01,1030722.08635675,10
2017-12-04,1012555.83025675,10
2017-12-05,1021891.9902567501,10
2017-12-06,1015912.62415675,10
2017-12-07,1034116.69415675,10
2017-12-08,1040073.4458905001,10
2017-12-11,1040001.2192905,10
2017-12-12,1025748.4719905001,10
2017-12-13,1024451.1647905002,9
2017-12-14,1026472.3019975,8
2017-12-15,1029096.4375725,10
2017-12-18,1019211.2717725,10
2017-12-19,1039745.0773065,10
2017-12-20,1047374.3564065,10
2017-12-21,1066932.1102065002,10
2017-12-22,1073918.5959065,10
2017-12-26,1087531.0707065002,10
2017-12-27,1084874.3603065002,10
2017-12-28,1102169.8482065,10
2017-12-29,1110802.4801065,10
2018-01-01,1104230.1603065,10
2018-01-02,1098365.2987065003,10
2018-01-03,1104446.8036065,10
2018-01-04,1112608.6504065,10
2018-01-05,1130884.0916065,10
2018-01-08,1146328.2546065,10
2018-01-09,1141331.7857065,10
2018-01-10,1143038.5102065003,10
2018-01-11,1148777.4561065,10
2018-01-12,1152156.2635065003,10
2018-01-15,1144702.7505065002,10
2018-01-16,1120389.9715065002,10
2018-01-17,1120943.1145565002,10
2018-01-18,1074990.1915565,10
2018-01-19,1083514.7219965002,10
2018-01-22,1099982.7180965003,10
2018-01-23,1122182.3419965003,10
2018-01-24,1119931.0609965003,10
2018-01-25,1110395.3440965002,10
2018-01-29,1115036.9576965002,10
2018-01-30,1090909.5384965,9
2018-01-31,1069828.8073965,8
2018-02-01,1060376.7289465002,10
2018-02-02,1022796.8851010002,9
2018-02-05,1016394.2526010004,7
2018-02-06,984680.5577510004,6
2018-02-07,1006025.2835510003,6
2018-02-08,1021274.7984510004,6
2018-02-09,1022026.7615260005,9
2018-02-12,1030397.2423260002,10
2018-02-14,1040340.4939260002,10
2018-02-15,1033343.6389260002,10
2018-02-16,1025004.9394260003,10
2018-02-19,1003277.8631260005,10
2018-02-20,1012927.7541260002,10
2018-02-21,1029010.9467260003,10
2018-02-22,1025047.7214260004,10
2018-02-23,1030887.3611260004,10
2018-02-26,1034683.2446260003,10
2018-02-27,1030399.6197260004,10
2018-02-28,1044056.7701260003,10
2018-03-01,1040703.4045260004,10
2018-03-05,1029094.7250260002,10
2018-03-06,1021439.5894260003,10
2018-03-07,1007971.7131260002,10
2018-03-08,1015299.4236260003,9
2018-03-09,1015220.9248260004,9
2018-03-12,1023981.1449260002,9
2018-03-13,1030110.9064260003,7
2018-03-14,1023117.5154260003,7
2018-03-15,1015524.5366260003,7
2018-03-16,1003777.8522885003,10
2018-03-19,990912.0698972504,10
2018-03-20,988951.5050972503,8
2018-03-21,988062.1019240003,10
2018-03-22,987595.7716240003,10
2018-03-23,974285.1164990003,10
2018-03-26,977027.2069990004,8
2018-03-27,987988.3580990003,8
2018-03-28,990289.3485740005,10
2018-04-02,1007565.4717740003,9
2018-04-03,1009774.5340740003,10
2018-04-04,985536.3137990005,10
2018-04-05,998097.5371740003,9
2018-04-06,1013210.2249240004,9
2018-04-09,1004210.5324885004,10
2018-04-10,1004970.2984885003,9
2018-04-11,1019626.9290885004,10
2018-04-12,1018286.5723885003,10
2018-04-13,1032386.9710885005,10
2018-04-16,1038206.7816885003,10
2018-04-17,1043864.5013885006,10
2018-04-18,1044455.9292885003,10
2018-04-19,1051322.8411885006,10
2018-04-20,1054076.8739885006,10
2018-04-23,1057794.6084885006,10
2018-04-24,1068286.6702885004,10
2018-04-25,1065751.1199885001,10
2018-04-26,1083420.2185885003,10
2018-04-27,1088153.1418885004,10
2018-04-30,1097821.0141885004,10
2018-05-02,1081174.3805885005,10
2018-05-03,1076522.9566885005,10
2018-05-04,1072840.4002885004,10
2018-05-07,1075787.2529885005,10
2018-05-08,1072471.9610885002,10
2018-05-09,1088153.7411885005,10
2018-05-10,1075226.1010885006,10
2018-05-11,1066362.1546885003,10
2018-05-14,1055948.0917885005,9
2018-05-15,1071403.1622885005,10
2018-05-16,1058470.1733885005,10
2018-05-17,1064901.4382385004,9
2018-05-18,1051789.3665385004,9
2018-05-21,1031923.5033885005,6
2018-05-22,1030032.9631635004,4
2018-05-23,1035189.2327635004,4
2018-05-24,1043807.1057635006,4
2018-05-25,1049828.4363635005,4
2018-05-28,1048195.5339635004,4
2018-05-29,1040038.4584435006,7
2018-05-30,1039982.6586435004,7
2018-05-31,1039260.9478435005,7
2018-06-01,1032532.8628435005,7
2018-06-04,1021393.7152435005,7
2018-06-05,999164.0341435005,4
2018-06-06,1009087.0947435005,4
2018-06-07,1016744.3455435005,4
