,r5,r5,r10,r10,r20,r20
,mean,count,mean,count,mean,count
change_pct,,,,,,
"(6.5, 8.0]",-0.48,9255,-0.05,9199,0.52,9072
"(8.0, 10.0]",-0.73,9142,-0.42,9070,0.33,8930
"(10.0, 15.0]",-0.98,8922,-0.73,8836,-0.03,8720
"(15.0, 20.0]",-1.84,4914,-1.82,4848,-1.68,4757
"(20.0, 1000000000.0]",-2.34,200,-2.22,198,-1.12,198
