,return_pct,trades,win_rate,avg_ret
2017,17.3,15,33.3,-1.0844037262297417
2018,-19.3,52,26.9,-0.3107614694093877
2019,-3.8,6,16.7,-6.314031274793636
2020,20.4,87,36.8,1.7416491762888993
2021,45.6,135,40.0,3.5410442209265542
2022,16.1,104,38.5,1.9794244829127894
2023,64.7,97,41.2,5.709085234455766
2024,35.1,131,42.0,3.624945979374711
2025,1.2,88,33.0,-0.6197574600247975
2026,6.3,46,39.1,3.2505732012033284
