,r5,r5,r10,r10,r20,r20
,mean,count,mean,count,mean,count
gap_open_pct,,,,,,
"(-1000000000.0, -2.0]",-0.38,1544,-0.43,1527,-0.06,1506
"(-2.0, 0.0]",-0.69,8456,-0.43,8382,-0.15,8255
"(0.0, 2.0]",-0.57,15775,-0.18,15670,0.62,15447
"(2.0, 5.0]",-1.75,5035,-1.56,4974,-0.81,4893
"(5.0, 1000000000.0]",-3.15,1623,-3.22,1598,-3.26,1576
